Number,Station,Catchment,Zone,Time stamp (Sampling),Electrical Conductivity @25 C / WCK - Determination of Conductivity in Water [µS/cm],Nitrogen - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Nitrate + nitrite as N (NOx) / WCK - Determination of Oxidised Nitrogen Nitrate & Nitrite in Water [mg/L],Phosphorus - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Phosphorus - reactive (orthophosphate) - dissolved / WCK - Determination of Reactive Phosphorus [mg/L],Solids - total suspended @ 105 C / WCK - Total Suspended Solids at 105°C [mg/L],Turbidity / Field - Determination of turbidity by nephelometry using HACH turbidimeter [NTU],Oxygen - dissolved saturation / Field - Water quality sonde [% sat],pH / Field - Water quality sonde [---]
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,10/6/2016 12:04,586,0.46,0.14,0.11,0.052,27,243,97.6,8.2
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,11/16/2016 12:11,830,0.525,0.01,0.154,0.023,35,36.1,99.7,8.3
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,12/13/2016 12:42,834,0.81,0.03,0.11,0.017,26,31.1,118,8.2
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,1/3/2017 9:16,947,0.61,0.07,0.087,0.008,25,28,89.6,8.2
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,1/31/2017 11:11,,0.465,0.04,0.055,0.019,17,,,
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,3/6/2017 8:54,544,0.395,0.07,0.046,0.01,19,18.4,82.7,7.8
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,4/3/2017 16:04,529,3.334,1.6,0.612,0.248,291,509,79.9,7.8
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,5/9/2017 14:25,638,0.478,0.26,0.048,0.018,11,21.4,97.4,8.3
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,7/4/2017 9:10,683,0.371,0.11,0.025,0.005,10,7.4,90.7,8.1
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,8/9/2017 8:16,936,,,,,,9.8,87.4,8.2
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,9/12/2017 14:34,785,0.38,0.04,0.028,0.005,12,11.3,136,7.8
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,10/16/2017 13:02,720,0.4,0.02,0.05,0.005,30,29.4,110,8.2
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,11/16/2017 8:08,744,0.7,0.01,0.12,0.005,42,25,83.2,8.1
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,12/13/2017 13:04,687,0.47,0.01,0.062,0.005,33,24.1,108,8.2
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,1/16/2018 13:06,396,0.38,0.01,0.044,0.005,16,17.4,104,8.3
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,2/13/2018 15:37,424,0.33,0.01,0.047,0.005,19,20.8,109,8.2
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,3/13/2018 12:04,545,0.4,0.05,0.045,0.005,18,15.3,95.2,8
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,4/11/2018 13:39,628,0.3,0.085,0.086,0.01,18,17,96.1,8
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,5/14/2018 10:04,529,0.3,,0.01,0.01,6,8.5,88.6,7.85
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,6/13/2018 11:27,498.3,0.1,0.02,0.02,0.01,5,4.91,88.8,8.11
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,7/18/2018 12:22,463.2,0.1,0.02,0.01,0.01,5,3.24,103.5,8.34
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,8/13/2018 9:42,505,0.2,0.03,0.01,0.01,7,4.03,91.4,8.11
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,9/10/2018 8:53,508,0.4,0.01,0.03,0.01,23,17,87.8,7.9
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,9/10/2018 10:05,526,0.3,0.01,0.02,0.01,5,6.84,93.6,8.16
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,11/14/2018 10:09,574,0.4,0.01,0.04,0.01,20,15.2,77.2,7.93
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,12/3/2018 9:13,464.6,0.5,0.01,0.06,0.01,30,20.9,83.4,7.96
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,1/16/2019 10:46,476.4,0.4,0.01,0.08,0.01,17,18.5,84.4,7.9
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,2/11/2019 9:10,437.3,0.4,0.01,0.08,0.01,12,16.4,80.5,7.87
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,3/11/2019 9:45,374.1,0.3,0.01,0.02,0.01,23,17.5,81.1,7.75
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,4/16/2019 9:30,825,1.9,1.02,0.14,0.05,59,91.6,79.9,7.81
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,5/7/2019 9:36,545,0.6,0.06,0.12,0.01,53,78.8,86,7.86
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,6/4/2019 10:10,537,0.3,0.03,0.06,0.01,44,49.5,85.2,7.84
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,7/9/2019 10:00,647,0.4,0.13,0.07,0.01,37,53.8,87.7,8
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,8/12/2019 10:21,610,0.5,0.02,0.1,0.01,40,48.6,93.9,7.99
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,9/9/2019 10:07,822,0.5,0.01,0.05,0.01,53,48.4,94.8,8.27
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,10/10/2019 9:48,470.8,0.7,0.09,0.16,0.01,81,106,87.4,7.83
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,11/20/2019 9:12,393.6,0.5,0.01,0.12,0.01,58,70.5,84.3,7.82
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,12/17/2019 9:23,320,0.4,0.01,0.07,0.01,52,48.1,87.5,7.95
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,1/16/2020 8:34,426.8,0.4,0.01,0.06,0.01,23,32.1,84.7,8.03
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,2/19/2020 14:27,392,2.6,0.67,0.35,0.02,252,404,68.6,
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,3/19/2020 10:00,718,1.4,0.42,0.24,0.03,92,147,82.8,
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,4/16/2020 8:59,349,2,0.83,0.34,0.07,202,320,83.5,7.6
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,5/14/2020 9:52,767,0.9,0.24,0.11,0.01,44,48,87,7.8
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,6/18/2020 9:40,623,,,,,,52.4,87.8,7.93
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,7/20/2020 10:15,894,0.3,0.04,0.04,0.01,28,33.2,95.3,8.22
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,8/20/2020 10:08,425.6,1,0.45,0.08,0.01,36,48,90.8,7.55
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,9/17/2020 9:48,761,0.4,0.01,0.05,0.01,20,21.3,100.7,8.23
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,10/15/2020 8:44,943,0.6,0.01,0.1,0.01,57,43.3,84.7,7.7
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,11/17/2020 9:11,605,0.6,0.01,0.16,0.02,69,59.4,88,7.99
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,12/21/2020 9:10,828,0.6,0.01,0.1,0.01,51,35.2,89.6,8.16
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,1/21/2021 8:34,590,0.8,0.06,0.16,0.03,49,46.5,82.7,7.33
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,2/18/2021 8:46,744,0.5,0.01,0.08,0.02,33,29.1,88.6,7.92
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,3/29/2021 9:07,358.1,1.2,0.37,0.16,0.04,42,47.3,80.4,7.43
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,4/26/2021 10:16,711,0.8,0.43,0.07,0.02,11,24.1,87.7,7.48
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,5/20/2021 9:39,814,0.6,0.31,0.06,0.04,7,11.4,93.5,7.84
210001,HUNTER RIVER AT SINGLETON,Hunter,Hunter,6/22/2021 9:16,663,0.9,0.51,0.12,0.07,17,22.6,93.1,8.05
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,7/12/2016 12:30,400,0.61,0.26,0.11,0.055,14,15,86.6,8.2
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,8/9/2016 12:40,,,,,,,15.1,90.4,7.9
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,9/20/2016 13:20,310,1.5,0.2,0.28,0.22,73,68,93.2,8.1
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,10/18/2016 12:50,650,0.48,0.25,0.1,0.024,13,11.5,101,8.2
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,11/17/2016 12:24,639,0.646,0.35,0.124,0.159,31,18.2,85.9,7.3
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,12/13/2016 12:20,630,0.9,0.5,0.1,20,33,26.5,88.1,7.9
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,1/3/2017 14:31,474,0.58,0.27,0.098,0.012,21,22.7,77.2,7.8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2/1/2017 8:26,419,0.595,0.24,0.069,0.033,16,15.2,66.3,7.8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,3/6/2017 13:44,362,0.571,0.21,0.067,0.01,19,11.3,82.6,7.8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,4/3/2017 14:34,565,1.199,0.46,0.086,0.045,15,15.4,78.6,7.6
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,5/9/2017 9:24,310,0.367,0.08,0.054,0.011,11,11.3,87,8.5
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,7/4/2017 7:14,550,0.539,0.29,0.027,0.006,10,4.5,88.3,8.1
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,8/9/2017 7:14,582,,,,,,4.9,79.4,7.8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,9/14/2017 11:25,409,0.52,0.16,0.042,0.018,10,6.4,88.6,6.3
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,10/18/2017 10:30,413,0.4,0.17,0.036,0.013,11,6.4,80.2,7.8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,11/14/2017 12:06,427,0.4,0.18,0.044,0.009,13,12.1,86.9,7.8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,12/13/2017 9:03,333,0.43,0.04,0.054,0.01,23,7.8,78.2,8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,1/16/2018 10:01,371,0.4,0.13,0.045,0.013,11,9.2,80.6,7.9
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2/13/2018 11:30,359,0.36,0.1,0.049,0.008,15,9.8,78.8,8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,3/13/2018 8:55,337,0.31,0.04,0.044,0.007,15,7.7,82.9,8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,4/11/2018 9:32,334,0.26,0.03,0.03,0.008,10,7,84.3,8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,5/14/2018 12:33,330.4,0.1,,0.01,0.01,31,3.49,89.8,7.97
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,6/13/2018 9:40,334.7,0.2,0.05,0.04,0.01,8,5.29,83.7,7.98
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,7/18/2018 8:48,338.4,0.1,,0.01,0.01,5,1.83,87.8,8.01
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,8/13/2018 13:20,391.7,0.4,0.09,0.02,0.01,8,4.22,97.2,8.12
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,9/10/2018 13:27,371.5,0.4,0.08,0.04,0.01,6,6.79,96.4,7.96
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,10/9/2018 12:39,395.3,0.4,0.15,0.02,0.01,5,6.46,93.4,7.97
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,11/14/2018 7:14,371.7,0.3,0.09,0.04,0.01,18,8.65,67.8,7.89
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,12/3/2018 12:03,377,0.6,0.1,0.05,0.01,12,9.07,79.8,7.9
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,1/16/2019 7:38,377.1,0.3,0.12,0.04,0.01,10,5.14,69,7.8
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2/11/2019 1:01,359.4,0.4,0.05,0.04,0.01,6,7.71,88.4,8.04
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,3/11/2019 12:00,363,2,0.65,0.36,0.13,165,420,60.6,7.62
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,4/16/2019 12:00,518,0.8,0.36,0.07,0.03,21,28.4,82.4,7.83
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,5/7/2019 12:21,410.7,0.5,0.18,0.06,0.02,15,20,83.1,7.93
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,6/4/2019 12:40,404.8,0.3,0.13,0.01,0.01,6,9,80.4,7.95
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,7/9/2019 12:51,471.2,2.2,0.2,0.29,0.22,13,20.1,77.1,7.81
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,8/12/2019 1:26,377.8,0.3,0.06,0.01,0.01,5,4.8,98.8,8.21
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,9/9/2019 1:04,372.1,0.4,0.05,0.01,0.01,12,7.56,95.5,8.23
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,10/10/2019 12:47,353.2,0.2,0.02,0.02,0.01,5,17.6,93.2,8.21
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,11/20/2019 12:02,355.3,0.1,0.01,0.02,0.01,8,7.3,94.3,8.13
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,12/17/2019 15:37,383,0.4,0.08,0.03,0.01,28,9.72,88.9,8.1
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,1/16/2020 11:35,363.9,0.9,0.24,0.11,0.04,33,31.8,76.9,7.87
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2/19/2020 11:04,397,8.7,4.12,1.29,0.17,832,,64.3,
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,3/19/2020 6:57,499.3,1.1,0.37,0.18,0.04,90,118,73.3,
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,4/16/2020 12:03,543,1.4,0.77,0.16,0.09,51,62.2,68,7.58
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,5/14/2020 12:50,366.7,0.6,0.15,0.06,0.01,46,40.6,89.2,8.02
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,6/18/2020 12:33,357,,,,,,36.7,90.7,8.08
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,7/20/2020 12:49,562,0.8,0.39,0.05,0.02,24,23.4,84.5,7.84
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,8/20/2020 12:41,555,0.6,0.19,0.06,0.01,17,14.4,93.1,8.17
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,9/17/2020 12:24,689,1.6,0.64,0.11,0.04,14,13,84.5,7.87
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,10/15/2020 11:23,536,1,0.38,0.11,0.05,19,13.4,62,7.28
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,11/17/2020 11:59,685,1.4,0.66,0.15,0.07,22,12.9,67.8,7.69
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,12/21/2020 11:52,474.5,0.8,0.34,0.08,0.01,26,20.6,71.4,7.78
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,1/21/2021 11:08,607,0.7,0.29,0.11,0.05,21,16.8,82,7.55
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2/18/2021 11:15,334,0.5,0.09,0.1,0.05,41,34.8,79.6,7.33
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,3/29/2021 11:56,437,0.9,0.36,0.16,0.1,31,25.2,84.5,8.02
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,4/28/2021 12:57,732,0.7,0.44,0.07,0.04,5,8.7,88.6,7.73
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,5/20/2021 12:11,726,0.9,0.6,0.06,0.05,6,6.6,91.5,7.86
210002,HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,6/22/2021 11:35,457.2,0.8,0.4,0.13,0.07,15,18.2,93.8,8.13
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,10/7/2016 7:48,751,0.26,0.01,0.01,0.005,10,4.4,86.6,7.7
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,11/17/2016 10:36,902,0.375,0.02,0.017,0.005,10,3.2,62,7.5
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,12/13/2016 15:08,937,0.45,0.02,0.02,0.005,10,8.1,79.9,7.5
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,1/3/2017 10:09,899,0.36,0.02,0.02,0.005,10,10.8,54.5,7.4
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,1/31/2017 12:59,945,0.339,0.02,0.017,0.005,10,8,73.5,7.6
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,3/6/2017 9:48,903,0.494,0.02,0.023,0.005,11,20.7,35.3,7.3
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,4/6/2017 9:19,417,0.62,0.09,0.027,0.005,10,10.7,65.1,7
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,5/8/2017 14:38,553,0.483,0.06,0.01,0.005,10,8.8,68.8,7.5
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,7/3/2017 12:05,502,0.305,0.02,0.011,0.005,10,10.1,80.4,7.6
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,8/8/2017 11:05,618,,,,,,6.3,81.3,7.5
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,9/12/2017 16:18,790,0.22,0.02,0.01,0.005,10,9.4,73.9,7.2
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,10/16/2017 13:41,934,0.4,0.01,0.01,0.005,22,17.4,73.4,7.4
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,11/16/2017 6:50,1005,0.28,0.01,0.021,0.005,10,3.6,57.3,7.4
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,12/13/2017 12:32,1099,0.29,0.01,0.02,0.005,10,12.6,76.3,7.6
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,1/16/2018 12:37,1235,0.34,0.01,0.01,0.005,10,16.3,82.3,7.4
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2/13/2018 14:31,1212,0.28,0.01,0.027,0.005,10,6.5,90.8,7.9
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,3/13/2018 11:32,1161,0.37,0.01,0.01,0.005,10,5.7,54,7.5
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,4/11/2018 12:46,1156,0.29,0.02,0.03,0.008,10,7.1,46.9,7.5
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,5/14/2018 10:39,1134,0.2,,0.01,0.01,5,4.86,57.2,7.54
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,6/13/2018 10:59,1130,0.1,0.01,0.01,0.01,6,4.03,56,7.41
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,7/18/2018 11:48,1137,0.2,,0.01,0.01,5,6.24,74,7.64
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,8/13/2018 10:14,1147,0.2,0.01,0.01,0.01,7,5.67,82.8,7.62
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,9/10/2018 10:50,1153,0.3,0.01,0.01,0.01,5,4.85,85.7,7.6
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,10/9/2018 9:31,1139,0.2,0.01,0.01,0.01,5,4.9,85.9,7.57
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,11/14/2018 9:37,1181,0.4,0.01,0.01,0.01,5,3.33,74.1,7.73
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,12/3/2018 9:49,1221,0.4,0.01,0.01,0.01,10,2.5,83.9,7.71
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,1/16/2019 10:13,1295,0.2,0.01,0.02,0.01,6,3.39,90.2,7.82
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2/11/2019 10:05,1323,0.3,0.01,0.01,0.01,5,5.24,76.8,7.75
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,3/11/2019 10:45,1409,0.2,0.01,0.01,0.01,12,5.27,72,7.64
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,4/16/2019 10:00,1348,0.4,0.05,0.02,0.03,5,6.72,61.3,7.47
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,5/7/2019 10:12,1399,0.3,0.01,0.01,0.01,5,4.97,60.4,7.58
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,6/4/2019 10:45,1435,0.2,0.01,0.01,0.01,5,5.71,69.9,7.58
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,7/9/2019 10:35,1475,0.1,0.02,0.01,0.01,5,6.94,77.5,7.74
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,8/12/2019 11:02,1524,0.1,0.01,0.03,0.01,5,7.8,87.5,7.18
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,9/9/2019 10:42,1543,0.2,0.01,0.01,0.01,18,6.5,74.9,7.42
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,10/10/2019 10:22,1606,0.1,0.02,0.01,0.01,5,5.12,71.9,7.34
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,11/20/2019 9:51,1802,0.2,0.01,0.01,0.01,5,5.43,80.3,7.36
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,12/17/2019 10:00,1930,0.3,0.01,0.01,0.01,17,5.8,75.2,7.53
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,1/16/2020 9:03,2064,0.4,0.01,0.02,0.01,5,5.53,79.5,7.59
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2/19/2020 13:58,249,2.6,0.53,0.2,0.03,46,154,50.7,
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,3/19/2020 9:32,787,1.1,0.18,0.03,0.01,5,16.6,50.3,
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,4/16/2020 9:31,506,1.2,0.3,0.01,0.01,8,19,66.5,6.82
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,5/14/2020 10:22,684,0.6,0.1,0.03,0.01,5,16.1,69.6,7.17
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,6/18/2020 10:14,805,,,,,,9.5,77.8,7.38
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,7/20/2020 10:45,900,0.4,0.05,0.01,0.01,5,9.66,71.1,7.23
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,8/20/2020 10:37,286.4,1,0.36,0.02,0.01,5,13,83.8,7.23
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,9/17/2020 10:21,546,0.5,0.12,0.01,0.01,5,7.9,81.1,7.32
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,10/15/2020 9:13,650,0.4,0.01,0.01,0.01,5,5.6,82,6.49
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,11/17/2020 9:47,425.6,0.4,0.01,0.02,0.01,8,4.1,70.8,7.12
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,12/21/2020 9:42,567,0.6,0.01,0.01,0.01,6,5.26,60.2,7.27
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,1/21/2021 9:03,420.7,0.6,0.05,0.04,0.01,8,7.77,57.8,6.55
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2/18/2021 9:16,462,0.5,0.04,0.01,0.01,6,8.4,65.9,6.59
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,3/29/2021 9:44,212.5,1.1,0.26,0.04,0.01,7,16.2,75.2,7.09
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,4/26/2021 10:47,505,0.7,0.24,0.02,0.01,5,35.6,75.7,6.7
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,5/20/2021 10:11,549,0.6,0.19,0.02,0.01,5,24.1,81,6.24
210004,WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,6/22/2021 9:46,598,0.7,0.22,0.01,0.01,5,26.1,87,7.31
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,7/12/2016 14:30,140,0.27,0.09,0.048,0.017,10,7.8,93.5,8.3
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,8/9/2016 14:40,,,,,,,4.3,102,8.4
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,9/20/2016 15:15,190,0.32,0.04,0.062,0.047,12,12.4,108,8.4
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,10/18/2016 14:20,250,0.29,0.01,0.056,0.025,10,6.6,102,8.4
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,11/17/2016 14:32,260,0.152,0.02,0.045,0.058,10,4.3,104,8.3
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,12/13/2016 14:20,300,0.24,0.03,0.063,0.26,10,8.4,108,8.3
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,1/3/2017 16:14,220,0.28,0.02,0.08,0.041,10,5.3,102,8.3
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2/1/2017 6:18,397,0.37,0.04,0.109,0.073,10,9.2,70,8
